season,method,n,runtime_sec,model_applicable,applicability_reason,pred_directed_edges,pred_undirected_edges,n_pred_directed_edges,n_pred_undirected_edges,skeleton_precision,skeleton_recall,skeleton_f1,skeleton_tp,skeleton_fp,skeleton_fn,directed_precision,directed_recall,directed_f1,directed_tp,directed_fp,directed_fn,exact_recovery
2020-21,Poisson DAG (ODS-style),8640,0.7704064000281505,True,,"FOUL->FTA, FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FOUL->PERS_FOUL_DRAWN, FTM->FTA, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, LOOSE_BALL_FOUL_DRAWN->PERS_FOUL_DRAWN, PERS_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FTM",(none),10,0,0.4,1.0,0.5714285714285715,4,6,0,0.3,0.75,0.4285714285714285,3,7,1,False
2020-21,PC (RCIT),8640,5.479297800047789,True,,"FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL, LOOSE_BALL_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",FOUL--FTA,5,1,0.6666666666666666,1.0,0.8,4,2,0,0.2,0.25,0.2222222222222222,1,4,3,False
2020-21,PB-SCM (Cumulant),8640,1.4620656000333838,False,Raw NBA counts violate PB-SCM binomial-thinning constraints: the positive reference-edge coefficients exceed 1.,"FOUL->PERS_FOUL_DRAWN, LOOSE_BALL_FOUL_DRAWN->FOUL",(none),2,0,1.0,0.5,0.6666666666666666,2,0,2,0.5,0.25,0.3333333333333333,1,1,3,False
2020-21,PB-SCM (PGF),8640,0.5904794000089169,False,The PGF procedure assumes the same PB-SCM binomial-thinning model; the positive reference-edge coefficients exceed 1.,"FOUL->FTA, FOUL->FTM, FTA->FTM, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",(none),5,0,0.6,0.75,0.6666666666666665,3,2,1,0.4,0.5,0.4444444444444445,2,3,2,False
2021-22,Poisson DAG (ODS-style),9840,0.8265393999754451,True,,"FOUL->FTA, FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FOUL->PERS_FOUL_DRAWN, FTM->FTA, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, LOOSE_BALL_FOUL_DRAWN->PERS_FOUL_DRAWN, PERS_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FTM",(none),10,0,0.4,1.0,0.5714285714285715,4,6,0,0.3,0.75,0.4285714285714285,3,7,1,False
2021-22,PC (RCIT),9840,6.9167757000541314,True,,"FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",FOUL--FTA,6,1,0.5714285714285714,1.0,0.7272727272727273,4,3,0,0.1666666666666666,0.25,0.2,1,5,3,False
2021-22,PB-SCM (Cumulant),9840,1.5058087999932468,False,Raw NBA counts violate PB-SCM binomial-thinning constraints: the positive reference-edge coefficients exceed 1.,"LOOSE_BALL_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FOUL",(none),2,0,1.0,0.5,0.6666666666666666,2,0,2,0.0,0.0,0.0,0,2,4,False
2021-22,PB-SCM (PGF),9840,0.6811436000280082,False,The PGF procedure assumes the same PB-SCM binomial-thinning model; the positive reference-edge coefficients exceed 1.,"FOUL->FTM, FOUL->PERS_FOUL_DRAWN, FTA->FOUL, FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL",(none),5,0,0.8,1.0,0.888888888888889,4,1,0,0.4,0.5,0.4444444444444445,2,3,2,False
2022-23,Poisson DAG (ODS-style),9840,0.8920472000027075,True,,"FOUL->FTA, FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FOUL->PERS_FOUL_DRAWN, FTM->FTA, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, LOOSE_BALL_FOUL_DRAWN->PERS_FOUL_DRAWN, PERS_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FTM",(none),10,0,0.4,1.0,0.5714285714285715,4,6,0,0.3,0.75,0.4285714285714285,3,7,1,False
2022-23,PC (RCIT),9840,6.701008600008208,True,,"FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",FOUL--FTA,6,1,0.5714285714285714,1.0,0.7272727272727273,4,3,0,0.1666666666666666,0.25,0.2,1,5,3,False
2022-23,PB-SCM (Cumulant),9840,0.8907346000196412,False,Raw NBA counts violate PB-SCM binomial-thinning constraints: the positive reference-edge coefficients exceed 1.,FOUL->PERS_FOUL_DRAWN,(none),1,0,1.0,0.25,0.4,1,0,3,1.0,0.25,0.4,1,0,3,False
2022-23,PB-SCM (PGF),9840,0.6696449000155553,False,The PGF procedure assumes the same PB-SCM binomial-thinning model; the positive reference-edge coefficients exceed 1.,"FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FTA->FOUL, FTA->FTM, PERS_FOUL_DRAWN->FOUL",(none),5,0,0.8,1.0,0.888888888888889,4,1,0,0.4,0.5,0.4444444444444445,2,3,2,False
2023-24,Poisson DAG (ODS-style),9840,0.8768032999942079,True,,"FOUL->FTA, FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FOUL->PERS_FOUL_DRAWN, FTM->FTA, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, LOOSE_BALL_FOUL_DRAWN->PERS_FOUL_DRAWN, PERS_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FTM",(none),10,0,0.4,1.0,0.5714285714285715,4,6,0,0.3,0.75,0.4285714285714285,3,7,1,False
2023-24,PC (RCIT),9840,7.171787700033747,True,,"FTA->FOUL, FTA->FTM, FTM->FOUL, LOOSE_BALL_FOUL_DRAWN->FOUL, LOOSE_BALL_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",(none),7,0,0.5714285714285714,1.0,0.7272727272727273,4,3,0,0.1428571428571428,0.25,0.1818181818181818,1,6,3,False
2023-24,PB-SCM (Cumulant),9840,2.319203099992592,False,Raw NBA counts violate PB-SCM binomial-thinning constraints: the positive reference-edge coefficients exceed 1.,"FOUL->FTA, FOUL->PERS_FOUL_DRAWN",FOUL--LOOSE_BALL_FOUL_DRAWN,2,1,1.0,0.75,0.8571428571428571,3,0,1,1.0,0.5,0.6666666666666666,2,0,2,False
2023-24,PB-SCM (PGF),9840,0.6816716999746859,False,The PGF procedure assumes the same PB-SCM binomial-thinning model; the positive reference-edge coefficients exceed 1.,"FOUL->FTM, FOUL->PERS_FOUL_DRAWN, FTA->FOUL, FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL",(none),5,0,0.8,1.0,0.888888888888889,4,1,0,0.4,0.5,0.4444444444444445,2,3,2,False
2024-25,Poisson DAG (ODS-style),9840,0.8734117000130937,True,,"FOUL->FTA, FOUL->FTM, FOUL->LOOSE_BALL_FOUL_DRAWN, FOUL->PERS_FOUL_DRAWN, FTM->FTA, LOOSE_BALL_FOUL_DRAWN->FTA, LOOSE_BALL_FOUL_DRAWN->FTM, LOOSE_BALL_FOUL_DRAWN->PERS_FOUL_DRAWN, PERS_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FTM",(none),10,0,0.4,1.0,0.5714285714285715,4,6,0,0.3,0.75,0.4285714285714285,3,7,1,False
2024-25,PC (RCIT),9840,5.707995200005826,True,,"FTA->FTM, LOOSE_BALL_FOUL_DRAWN->FOUL, LOOSE_BALL_FOUL_DRAWN->FTA, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",FOUL--FTA,5,1,0.6666666666666666,1.0,0.8,4,2,0,0.2,0.25,0.2222222222222222,1,4,3,False
2024-25,PB-SCM (Cumulant),9840,2.337734700005967,False,Raw NBA counts violate PB-SCM binomial-thinning constraints: the positive reference-edge coefficients exceed 1.,"FOUL->FTA, FOUL->PERS_FOUL_DRAWN",FOUL--LOOSE_BALL_FOUL_DRAWN,2,1,1.0,0.75,0.8571428571428571,3,0,1,1.0,0.5,0.6666666666666666,2,0,2,False
2024-25,PB-SCM (PGF),9840,0.698090800025966,False,The PGF procedure assumes the same PB-SCM binomial-thinning model; the positive reference-edge coefficients exceed 1.,"FOUL->FTA, FOUL->FTM, FTA->FTM, PERS_FOUL_DRAWN->FOUL, PERS_FOUL_DRAWN->FTA",(none),5,0,0.6,0.75,0.6666666666666665,3,2,1,0.4,0.5,0.4444444444444445,2,3,2,False
